,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
267,267,9as jornadas Científico Técnicas de Ingeniería,1995.0,-,conferencia,-,canadian conference on electrical and computer engineering,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,international conference on technical debt,international conference on technical debt,52,59,57,57,,,,
268,268,Proceedings of the thirteenth IASTED International Conference,1995.0,-,conferencia,-,computer graphics international conference,international cad conference,international conference on interactive theorem proving,international cad conference,66,86,76,92,,B2,,B2
269,269,"Scientific Report, IBM Scientific Center",1991.0,-,conferencia,-,international conference on scientific computing,siam workshop on combinatorial scientific computing,ieee scientific visualization,ieee scientific visualization,52,55,56,56,,,,
270,270,"Research Workshop in Seismic Imaging and Parameter Estimation in Heterogeneous Media, Sociedade Brasileira de Geofísica - SBGF.",1990.0,-,conferencia,-,ieee ras & embs international conference on biomedical robotics and biomechatronics,iberchip workshop,"international workshop on location-based recommendations, geosocial networks and geoadvertising",workshop iberchip,46,76,52,64,,,,
271,271,Instituto Colombiano del Petróleo,1991.0,-,conferencia,-,seminario de computacao e mercado,"international conference on probabilistic, combinatorial and asymptotic methods for the analysis of algorithms",acm workshop on distributed cloud computing,acm workshop on distributed cloud computing,48,55,47,47,,,,
272,272,III Semana Técnica Internacional de Ingeniería de Petróleos,1991.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,international cad conference,aes international conference on semantic audio,aes international conference on semantic audio,61,68,63,63,,,,
273,273,PDPTA'04 - The 2004 International Conference on Parallel and Distributed Processing Techniques and Applications,2004.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,90,100,91,100,B2,B2,B2,A3
274,274,Research Workshop in Computer Science. UNAES,2004.0,-,conferencia,-,latin-american workshop on computational neuroscience,iberchip workshop,workshop on human computer interaction in third places,international workshop on graph-theoretic concepts in computer science,62,76,64,79,,,,
275,275,ANDESCON 2008,2008.0,-,conferencia,-,agile conference,"workshop on social, human, and economic aspects of software",acm interaction design and children,acm interaction design and children,34,62,38,38,,,,
276,276,"VIII Conferência Internacional de Aplicações Industriais - INDUSCON,",2008.0,-,conferencia,induscon,congresso internacional de design da informacao,congreso internacional de informatica educativa,international conference on industry applications,international conference on industry applications,59,66,72,72,,,,
277,277,"5 Congreso de Informática & Sistema de Sudamérica, 2006",2006.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,63,70,67,69,,,,
278,278,5 Congreso de Informática & Sistema de Sudamérica,2006.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,67,70,70,73,,,,
279,279,39th International Symposium on Multiple-Valued Logic,2009.0,-,conferencia,-,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,92,92,92,95,B1,B1,B1,B1
280,280,III Congresso Tecnológico InfoBrasil,2009.0,-,conferencia,-,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,59,61,67,67,,,,
281,281,"XVI Congreso Internacional de Ingeniería Eléctrica, Electrónica y Sistemas",2009.0,-,conferencia,-,congreso internacional de informatica educativa,congreso internacional de informatica educativa,congreso internacional de informatica educativa,congreso internacional de informatica educativa,66,79,63,69,,,,
282,282,IEEE-Peru intercon2010,2010.0,-,conferencia,-,nordic conference on human-computer interaction,ieee-embs international conference on wearable and implantable body sensor networks,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,49,64,59,59,,,,
283,283,Lascas 2011,2011.0,-,conferencia,lascas,caise forum,symposium on theoretical aspects of computer science,acm sigplan erlang workshop,acm sigplan erlang workshop,36,55,32,32,,,,
284,284,"International Conference on Industry Applications (INDUSCON), 2012",2012.0,-,conferencia,induscon,international conference on industry applications,international conference on industry applications,international conference on industry applications,international conference on industry applications,85,100,88,100,B3,B3,B3,B3
285,285,lascas2019,2019.0,-,conferencia,-,caise forum,workshop on detection and classification of acoustic scenes and events,caise forum,caise forum,29,50,29,29,,,,
286,286,WorldCist'19,2019.0,-,conferencia,-,world congress on biosensors,world summit on the kowledge society,network and system security,network and system security,40,58,41,41,,,,
287,287,Proceedings of the 2nd. IEEE Workshop on Fault-Tolerant Parallel and Distributed Systems.,1997.0,-,conferencia,-,international conference on parallel and distributed systems,international conference on parallel and distributed systems,ieee international parallel & distributed processing symposium workshops,workshop on autonomic distributed systems,63,70,65,86,,,,B4
288,288,PDPTA,2001.0,-,conferencia,-,approx-random,workshop de tecnologia adaptativa,approx-random,approx-random,33,80,33,33,,B4,,
289,289,WPOC,1998.0,-,conferencia,-,workshop on exascale mpi,"three-dimensional image processing, measurement and applications",eurohaptics,eurohaptics,29,75,27,27,,,,
290,290,SBAC-PAD,2003.0,-,conferencia,sbac-pad,approx-random,asia-pacific conference on intelligent robot systems,fast software encryption,fast software encryption,38,62,31,31,,,,
291,291,"V Latin American Algorithms, Graphs, and Optimization Symposium",2007.0,-,conferencia,latin,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",96,97,98,100,B3,B3,B3,B3
292,292,HPC´12 High Performance Computing Sysposium,2012.0,-,conferencia,-,latin american high performance computing conference,international conference on high performance computing & simulation,international symposium on high performance distributed computing,high-performance graphics,63,77,67,78,,,,
293,293,2013 IEEE 13th International Conference on Bioinformatics and Bioengineering (BIBE),2013.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89,94,90,100,A3,A3,A3,A3
294,294,2015 IEEE 15th International Conference on Bioinformatics and Bioengineering (BIBE),2015.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89,94,90,100,A3,A3,A3,A3
295,295,2017 IEEE 17th International Conference on Bioinformatics and Bioengineering (BIBE),2017.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89,94,90,100,A3,A3,A3,A3
296,296,"2018 26th Euromicro International Conference on Parallel, Distributed and Networkbased Processing (PDP)",2018.0,-,conferencia,euromicro,"euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing",international conference on parallel processing,91,99,87,100,A3,A3,A3,A3
