,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
544,0167-739X,future generation computer systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12264,97,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
545,1999-5903,future internet,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100409311,69,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
546,1756-8919,future medicinal chemistry,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700174974,66,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
547,1756-8919,future medicinal chemistry,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700174974,66,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
548,1616-8658,fuzzy information and engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100826286,92,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
549,0165-0114,fuzzy sets and systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26529,95,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
550,2161-7856,"games for health: research, development, and clinical applications",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100775590,91,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
551,0378-1119,gene (amsterdam),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=15636,66,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
552,1947-6027,genes & cancer,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700200884,84,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
553,1389-2576,genetic programming and evolvable machines,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24208,65,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
554,1389-2576,genetic programming and evolvable machines,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24208,65,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
555,1676-5680,genetics and molecular research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22190,22,B3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
556,1676-5680,genetics and molecular research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22190,22,B3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
557,2169-8287,genome announcements,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100784207,22,B3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
558,1573-7624,geoinformatica (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24506,87,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
559,1384-6175,geoinformatica (dordrecht),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24506,87,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
560,0094-8276,geophysical research letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27962,97,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
561,1991-9603,geoscientific model development,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100197121,98,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
562,1991-962X,geoscientific model development discussions,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
563,2236-0972,gep  revista de gestao e projetos,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
564,1984-2430,"gepros. gestao da producao, operacoes e sistemas (online)",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
565,1806-9649,gestao & producao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
566,2317-5087,gestao e conexoes,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
567,1679-1827,gestao.org,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
568,2047-217X,gigascience (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100420802,97,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
569,1548-1603,giscience and remote sensing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28795,96,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
570,2315-5159,global advanced research journal of medicine and medical sciences (garjmms),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
571,0975-5896,global journal of science frontier research,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
572,1998-5509,global telemedicine and ehealth updates: knowledge resources,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
573,1524-0703,graphical models (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25515,72,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
574,0911-0119,graphs and combinatorics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28476,46,B1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
575,1351-8216,haemophilia (oxford. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25963,64,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
576,2190-7188,health and technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700182124,40,B1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
577,1807-1600,holos (natal. online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
578,1808-3064,horizonte cientifico (uberlandia),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
579,0018-5345,hortscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25341,63,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
580,2330-8001,human computation,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
581,2316-7963,human factors in design,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
582,1059-7794,human mutation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=22267,79,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
583,0262-6667,hydrological sciences journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29470,79,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
584,1980-1726,hygeia : revista brasileira de geografia medica e da saude (uberlandia),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
585,1959-0318,i r b m news,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12300154908,46,B1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
586,1646-3692,iadis international journal on computer science and information systems,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
587,1645-7641,iadis international journal on www/internet,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
588,1645-7641,iadis international journal on wwwinternet,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
589,2027-7040,iberoamerican journal of project management (ijopm),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
590,2169-3536,ieee access,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100374601,87,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
591,1058-6180,ieee annals of the history of computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25021,47,B1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
592,1531-636X,"ieee circuits and systems magazine (new york, n.y. 2001: print)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26004,85,A2,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
593,2325-6095,ieee cloud computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100373966,90,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
594,1089-7798,ieee communications letters (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18896,94,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
595,0163-6804,ieee communications magazine (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17249,99,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
596,1553-877X,ieee communications surveys and tutorials,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17900156715,99,A1,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
597,0272-1716,ieee computer graphics and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25518,63,A3,23/01/2022 03:02:55,23/01/2022 03:02:55,atualizado com sucesso
598,1086-3702,ieee computer society,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:02:55,Other error occurred: 'entry' - Status_code: 200
599,2162-2248,ieee consumer electronics magazine,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100337101,83,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
600,2168-2356,ieee design and test,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100286806,69,A3,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
601,1943-0663,ieee embedded systems letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700177026,76,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
602,0360-8581,ieee engineering management review,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29780,50,A4,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
603,1932-4537,ieee etransactions on network and service management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=7200153156,87,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
604,1545-598X,ieee geoscience and remote sensing letters (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17259,96,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
605,1541-1672,ieee intelligent systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=110111,91,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
606,1089-7801,ieee internet computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16875,92,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
607,2327-4662,ieee internet of things journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100338350,99,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
608,2168-2194,ieee journal of biomedical and health informatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100256982,93,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
609,1939-1404,ieee journal of selected topics in applied earth observations and remote sensing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17700155033,87,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
610,1077-260X,ieee journal of selected topics in quantum electronics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26023,90,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
611,1932-4553,ieee journal of selected topics in signal processing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5900153311,96,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
612,2156-3357,ieee journal on emerging and selected topics in circuits and systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700201678,88,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
613,0733-8716,ieee journal on selected areas in communications (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18902,99,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
614,0272-1732,ieee micro,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=15463,86,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
615,1558-7908,ieee multidisciplinary engineering education magazine,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:03:16,Other error occurred: 'entry' - Status_code: 200
616,1070-986X,ieee multimedia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25531,90,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
617,0890-8044,ieee network,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27239,98,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
618,1943-0655,ieee photonics journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700176215,77,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
619,1041-1135,ieee photonics technology letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12116,79,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
620,2255-5706,ieee revista iberoamericana de tecnologias del aprendizaje - version abierta espanol-portugues,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:03:16,Other error occurred: 'entry' - Status_code: 200
621,1070-9932,ieee robotics & automation magazine,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18027,85,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
622,2377-3766,ieee robotics and automation letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100900379,93,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
623,1540-7993,ieee security & privacy,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28916,95,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
624,1530-437X,ieee sensors journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=15047,91,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
625,1070-9908,ieee signal processing letters,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17316,96,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
626,0740-7459,ieee software,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18709,81,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
627,1932-8184,ieee systems journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11300153734,87,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
628,1939-1374,ieee transaction on services computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18300156728,96,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
629,0018-9286,ieee transactions on automatic control (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17339,97,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
630,1545-5955,ieee transactions on automation science and engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17340,92,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
631,1932-4545,ieee transactions on biomedical circuits and systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5700191219,89,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
632,0018-9294,ieee transactions on biomedical engineering (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16318,90,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
633,1051-8215,ieee transactions on circuits and systems for video technology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26027,97,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
634,1549-8328,"ieee transactions on circuits and systems. i, regular papers (print)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11000153733,84,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
635,1549-7747,"ieee transactions on circuits and systems. ii, express briefs",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=9500153930,78,A2,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
636,2168-7161,ieee transactions on cloud computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100338351,94,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
637,0090-6778,ieee transactions on communications (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18931,92,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
638,2329-924X,ieee transactions on computational social systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100364916,97,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
639,0278-0070,ieee transactions on computer-aided design of integrated circuits and systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27724,72,A3,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
640,0018-9340,ieee transactions on computers (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25033,89,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
641,0098-3063,ieee transactions on consumer electronics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26048,92,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
642,1063-6536,ieee transactions on control systems technology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17342,92,A1,23/01/2022 03:03:16,23/01/2022 03:03:16,atualizado com sucesso
