,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
475,ewsdn,european workshop on software defined networks,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=European+Workshop+on+Software+Defined+Networks&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,16,A4,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,16,1,B1,A4,-
476,ewsn,european conference on wireless sensor networks,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=European+Conference+on+Wireless+Sensor+Networks&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,14,B1,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,14,1,B2,B1,-
477,exampi,workshop on exascale mpi,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Exascale+MPI&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6,1,B4,B3,-
478,exp.at,experiment@ international conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Experiment%40+International+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,9,1,B3,B2,-
479,facs,international conference on formal aspects of component software,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Aspects+of+Component+Software&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Top20,6,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6,1,B2,B3,-
480,fase,international conference on fundamental approaches to software engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KaKG4ZSdHz4J.2018,Top10,19,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19,-,A2,A4,-
481,fast,usenix conference on file and storage technologies,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9iQfffNlIeAJ.2019,nulo,41,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,45,-,-,A1,-
482,fc,international conference on financial cryptography and data security,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gVeDacK3aQwJ.2018,Top10,37,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,37,-,-,A1,-
483,fccm,ieee annual international symposium on field-programmable custom computing machines,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=uLGTNGzfRS0J.2018,Top20,21,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,21,-,A2,A3,-
484,fct,international symposium on fundamentals of computation theory,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Fundamentals+of+Computation+Theory&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,8,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,8,1,-,B3,-
485,fcta,international conference on fuzzy computation theory and applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Fuzzy+Computation+Theory+and+Applications&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,4,1,B4,B4,-
486,fdg,foundations of digital games,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=_hlLpveVAGkJ.2019,Top10,21,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,21,-,-,A3,-
487,fdl,forum on specification and design languages,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ecnWcViW0wUJ.2018,Relevante,8,B3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,8,-,B2,B3,-
488,fecs-ws,international conference on frontiers in education: computer science and computer engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6,1,B5,B3,-
489,fedcsis,federated conference on computer science and information systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PHUeOJr2y-EJ.2019,Top10,25,A2,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,24,-,B1,A3,-
490,fg,conference on formal grammar,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Conference+on+Formal+Grammar&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6,1,B2,B3,-
491,fgr,ieee international conference on automatic face and gesture recognition,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=tOKomDtxujwJ.2018,Top10,36,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,36,-,A1,A1,-
492,ficloud,international conference on future internet of things and cloud,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=qesER2iEwMYJ.2018,Relevante,19,A4,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19,-,-,A4,-
493,fie,ieee frontiers in education conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=CwR0JBHfaOMJ.2018,Top20,20,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,20,-,B1,A3,-
494,fit,international conference on frontiers of information technology,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=INTERNATIONAL+CONFERENCE+ON+FRONTIERS+OF+INFORMATION+TECHNOLOGY&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,11,1,-,B2,-
495,flairs,international florida artificial intelligence conference,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=1pRhB1n3IhwJ.2018,nulo,15,A4,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,15,-,B1,A4,-
496,fm,international symposium on formal methods,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=mvAUTVUvOS0J.2018,Top10,17,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,17,-,A2,A4,-
497,fmcad,international conference on formal methods in computer-aided design,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=s5Z0Q8BPlvwJ.2018,Top10,19,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19,-,A2,A4,-
498,foci,ieee symposium on foundations of computational intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Symposium+on+Foundations+of+Computational+Intelligence&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,9,1,B4,B2,-
499,focs,ieee annual symposium on foundations of computer science,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=NejxsCd_fcQJ.2018,Top10,47,A1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,47,-,-,A1,-
500,foga,acm conference on foundations of genetic algorithms,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+Conference+on+Foundations+of+Genetic+Algorithms&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,10,1,B3,B2,-
501,foiks,international symposium on foundations on information and knowledge systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Foundations+on+Information+and+Knowledge+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Relevante,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7,1,-,B3,-
502,fois,international conference on formal ontology in information systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Ontology+in+Information+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,1,1,B3,B4,-
503,formats,international conference on formal modeling and analysis of timed systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Modeling+and+Analysis+of+Timed+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,14,1,B2,B1,-
504,fosd,international workshop on feature-oriented software development,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Feature-Oriented+Software+Development&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,8,1,B2,B3,-
505,fossacs,international conference on foundations of software science and computation structures,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=q-MXMv7GdwAJ.2019,nulo,21,A3,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,-,-,-,-,-
506,fpga,symposium on field programmable gate arrays,2,https://scholar.google.com/citations?hl=en&vq=eng_computerhardwaredesign&view_op=list_hcore&venue=X39h_ye2QL4J.2018,Top20,26,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,26,-,-,A2,-
507,fpl,international conference on field-programmable logic and applications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=7JfwVbgjkZUJ.2018,Top10,26,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,26,-,A2,A2,-
508,frocos,international symposium on frontiers of combining systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Frontiers+of+Combining+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,13,1,-,B1,-
509,fscd,international conference on formal structures for computation and deduction,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PPMBzcum8FkJ.2019,nulo,11,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,-,-,-,-,-
510,fse,fast software encryption,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=u0EMblNmhEoJ.2018,Top20,29,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,29,-,-,A2,-
511,fskd,international conference on fuzzy systems and knowledge discovery,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=Fel2ravWbNIJ.2018,nulo,10,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,10,-,B1,B2,-
512,fsttcs,annual conference on foundations of software technology and theoretical computer science,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=z6eJxmwe_DYJ.2018,nulo,14,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,14,-,B1,B1,-
513,ftc,future technologies conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=HTXp9Veg8t0J.2019,nulo,12,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,12,-,-,B1,-
514,ftxs,workshop on fault tolerance for hpc at extreme scale,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Fault+Tolerance+for+HPC+at+eXtreme+Scale&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7,1,B4,B3,-
515,fusion,international conference on information fusion,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=eAoE06EVARcJ.2018,Relevante,25,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,25,-,A1,A2,-
516,fuzzieee,ieee international conference on fuzzy systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=sateOX2Ni50J.2018,Top20,20,A3,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,20,-,B1,A3,-
517,gameon,annual simulation and ai in games conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Annual+Simulation+and+AI+in+Games+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,1,1,B3,B4,-
518,gas,international workshop on games and software engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Games+and+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7,1,B4,B3,-
519,gcce,ieee global conference on consumer electronics,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Global+Conference+on+Consumer+Electronics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,14,1,B4,B1,-
520,gecco,genetic and evolutionary computation conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=pQVER_ii7sMJ.2018,Top20,33,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,33,-,A1,A2,-
521,gecon,"international conference on economics of grids, clouds, systems and services",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Economics+of+Grids%2C+Clouds%2C+Systems+and+Services&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7,1,B2,B3,-
522,gem,"ieee games, entertainment, media conference",2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=myyzaHpq32QJ.2019,Top20,11,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,11,-,-,B2,-
523,geoai,international workshop on ai for geographic knowledge discovery,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:17:20,categorias 3 e 4 não são atualizadas,-,-,-,-,-
524,geoinfo,brazilian symposium on geoinformatics,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=BQO9C9sz1x8J.2018,Top10,6,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,6,-,B3,B3,-
525,geoprivacy,workshop on privacy in geographic information collection and analysis,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Privacy+in+Geographic+Information+Collection+and+Analysis&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,5,1,B4,B4,-
526,geoprocessing-iaria,"iaria international conference on advanced geographic information systems, applications, and services",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IARIA+International+Conference+on+Advanced+Geographic+Information+Systems%2C+Applications%2C+and+Services&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,2,1,B5,B4,-
527,geosim,international workshop on geospatial simulation,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:17:20,categorias 3 e 4 não são atualizadas,-,-,-,-,-
528,gi,graphics interface conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KGisWKXS5soJ.2018,Relevante,15,A4,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,15,-,B1,A4,-
529,giis,global information infrastructure and networking symposium,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Global+Information+Infrastructure+and+Networking+Symposium&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,10,1,B2,B2,-
530,giots,global internet of things summit,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=sQLBOKWIw_oJ.2019,nulo,11,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,11,-,-,B2,-
531,gir,workshop on geographic information retrieval,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Geographic+Information+Retrieval&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,11,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,11,1,-,B2,-
532,gis,acm sigspatial international conference on advances in geographic information systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=o8w3q5IHx5MJ.2018,Top10,27,A2,14/05/2020,15/08/2021 03:17:20,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=o8w3q5IHx5MJ.2018 is already defined as a collector,27,-,A1,A2,-
533,giscience,international conference on geographic information science,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Geographic+Information+Science&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top10,12,A3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,12,1,-,B1,-
534,globaldev,workshop of the ais special interest group for ict in global development,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+of+the+AIS+Special+Interest+Group+for+ICT+in+Global+Development&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,2,1,B5,B4,-
