,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
1166,1166,"XI Latin and American Algorithms, Graphs and Optimization Symposium (LAGOS 2021)",20210.0,-,conferencia,latin,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",84.0,93.0,87.0,100.0,B3,B3,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
1167,1167,ISADS'97 - IEEE Third International Symposium on Autonomous Decentralized Systems,19970.0,-,conferencia,isads,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,84.0,100.0,86.0,100.0,B1,B1,B1,B1,all,international symposium on autonomous decentralized systems,B1
1168,1168,DAIS'99 - IFIP Second International Working Conference on Distributed Applications and Interoperable Systems,19990.0,-,conferencia,dais,international conference on distributed applications and interoperable systems,international conference on distributed applications and interoperable systems,international conference on distributed applications and interoperable systems,international conference on distributed applications and interoperable systems,84.0,90.0,85.0,100.0,B1,B1,B1,B1,all,international conference on distributed applications and interoperable systems,B1
1169,1169,ISADS'01 - IEEE Fifth International Symposium on Autonomous Decentralized Systems,20010.0,-,conferencia,isads,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,84.0,100.0,86.0,100.0,B1,B1,B1,B1,all,international symposium on autonomous decentralized systems,B1
1170,1170,Sixth IEEE International Symposium on Autonomous Decentralized Systems - ISADS'03,20030.0,-,conferencia,isads,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,international symposium on autonomous decentralized systems,84.0,100.0,86.0,100.0,B1,B1,B1,B1,all,international symposium on autonomous decentralized systems,B1
1171,1171,IEEE Global Communications Conference - GLOBECOM'10,20100.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,ieee global communications conference,ieee global communications conference,84.0,100.0,86.0,100.0,A1,A1,A1,A1,all,ieee global communications conference,A1
1172,1172,2013 22nd International Conference on Computer Communication and Networks (ICCCN 2013),,-,conferencia,networks,international conference on computer communications and networks,international conference on computer communications and networks,international conference on computer communications and networks,international conference on communication systems & networks,84.0,98.0,85.0,93.0,B2,B2,B2,A3,ratio partial sort,international conference on computer communications and networks,B2
1173,1173,2017 IEEE 5th International Conference on Future Internet of Things and Cloud (FiCloud),20170.0,-,conferencia,ficloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,84.0,100.0,85.0,100.0,A4,A4,A4,A4,all,international conference on future internet of things and cloud,A4
1174,1174,2017 IEEE 10th International Conference on Cloud Computing (CLOUD),20170.0,-,conferencia,-,ieee international conference on cloud computing,ieee international conference on cloud computing,ieee international conference on cloud computing,ieee international conference on cloud computing,84.0,92.0,86.0,100.0,A2,A2,A2,A2,all,ieee international conference on cloud computing,A2
1175,1175,2018 IEEE 6th International Conference on Future Internet of Things and Cloud (FiCloud),20180.0,-,conferencia,ficloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,84.0,100.0,85.0,100.0,A4,A4,A4,A4,all,international conference on future internet of things and cloud,A4
1176,1176,7th IEEE International Conference on Future Internet of Things and Cloud (FICloud 2019),20190.0,-,conferencia,ficloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,international conference on future internet of things and cloud,84.0,100.0,85.0,100.0,A4,A4,A4,A4,all,international conference on future internet of things and cloud,A4
1177,1177,21st International Conference,20140.0,-,conferencia,-,international cad conference,international cad conference,international cad conference,international test conference,84.0,92.0,88.0,93.0,B2,B2,B2,A4,nulo,nao_tem,-
1178,1178,XXVI Simpósio Brasileiro de Informática na Educação (SBIE-2015),20150.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,84.0,100.0,86.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
1179,1179,"ICASSP 2014  2014 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",20140.0,-,conferencia,icassp,"ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing","ieee international conference on acoustics, speech and signal processing",84.0,100.0,86.0,100.0,A1,A1,A1,A1,all,"ieee international conference on acoustics, speech and signal processing",A1
1180,1180,Design and Architectures for Signal and Image Processing (DASIP),20120.0,-,conferencia,dasip,conference on design and architectures for signal and image processing,conference on design and architectures for signal and image processing,conference on design and architectures for signal and image processing,conference on design and architectures for signal and image processing,84.0,93.0,86.0,95.0,B2,B2,B2,B2,all,conference on design and architectures for signal and image processing,B2
1181,1181,"23rd SIBGRAPI ? Conference on Graphics, Patterns and Images",20100.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",84.0,100.0,86.0,100.0,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
1182,1182,2018 VIII Brazilian Symposium on Computing Systems Engineering (SBESC),20180.0,-,conferencia,sbesc,brazilian symposium on computing system engineering,brazilian symposium on computing system engineering,brazilian symposium on computing system engineering,brazilian symposium on computing system engineering,84.0,98.0,86.0,93.0,B1,B1,B1,B1,all,brazilian symposium on computing system engineering,B1
1183,1183,VI Encontro Nacional de Inteligencia Artificial (ENIA),20070.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,84.0,87.0,79.0,92.0,B4,B4,,B4,all,encontro nacional de inteligencia artificial e computacional,B4
1184,1184,VII Simposio sobre fatores humanos em sistemas computacionais (IHC),20060.0,-,conferencia,ihc,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,84.0,84.0,86.0,93.0,A4,A4,A4,A4,all,simposio brasileiro sobre fatores humanos em sistemas computacionais,A4
