,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC,LINK INFOGRÁFICO
469,EUSIPCO,European Signal Processing Conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=oJ-ZYoNCyCQJ.2018,Top20,23,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,23.0,,A2,A3,,
470,EUVIP,European Workshop on Visual Information Processing,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4EzSaJsJYPMJ.2018,nulo,9,B2,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,9.0,,B2,B2,,
471,EVA,Electronic Visualisation and the Arts,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=OGlp2aoWWaIJ.2018,nulo,6,B3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,6.0,,B3,B3,,
472,EVOAPPLICATIONS,European Conference on the Applications of Evolutionary Computation,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Iy13hXha_VYJ.2018,nulo,17,A4,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,17.0,,B1,A4,,
473,EVOCOP,European Conference on Evolutionary Computation in Combinatorial Optimization,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=European+Conference+on+Evolutionary+Computation+in+Combinatorial+Optimization&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,13.0,1.0,B1,B1,,
474,EWC,EMBEDDED WORLD CONFERENCE,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=EMBEDDED+WORLD+CONFERENCE&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,7.0,1.0,,B3,,
475,EWSDN,European Workshop on Software Defined Networks,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=European+Workshop+on+Software+Defined+Networks&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,16,A4,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,16.0,1.0,B1,A4,,
476,EWSN,European Conference on Wireless Sensor Networks,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=European+Conference+on+Wireless+Sensor+Networks&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,14,B1,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,14.0,1.0,B2,B1,,
477,EXAMPI,Workshop on Exascale MPI,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Exascale+MPI&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6.0,1.0,B4,B3,,
478,EXP.AT,Experiment@ International Conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Experiment%40+International+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,9.0,1.0,B3,B2,,
479,FACS,International Conference on Formal Aspects of Component Software,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Aspects+of+Component+Software&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Top20,6,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6.0,1.0,B2,B3,,
480,FASE,International Conference on Fundamental Approaches to Software Engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KaKG4ZSdHz4J.2018,Top10,19,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19.0,,A2,A4,,
481,FAST,USENIX Conference on File and Storage Technologies,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9iQfffNlIeAJ.2019,nulo,41,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,45.0,,,A1,,
482,FC,International Conference on Financial Cryptography and Data Security,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gVeDacK3aQwJ.2018,Top10,37,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,37.0,,,A1,,
483,FCCM,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=uLGTNGzfRS0J.2018,Top20,21,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,21.0,,A2,A3,,
484,FCT,International Symposium on Fundamentals of Computation Theory,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Fundamentals+of+Computation+Theory&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,8,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,8.0,1.0,,B3,,
485,FCTA,International Conference on Fuzzy Computation Theory and Applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Fuzzy+Computation+Theory+and+Applications&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,4.0,1.0,B4,B4,,
486,FDG,Foundations of Digital Games,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=_hlLpveVAGkJ.2019,Top10,21,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,21.0,,,A3,,
487,FDL,Forum on Specification and Design Languages,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ecnWcViW0wUJ.2018,Relevante,8,B3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,8.0,,B2,B3,,
488,FECS-WS,International Conference on Frontiers in Education: Computer Science and Computer Engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Frontiers+in+Education%3A+Computer+Science+and+Computer+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6.0,1.0,B5,B3,,
489,FEDCSIS,Federated Conference on Computer Science and Information Systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PHUeOJr2y-EJ.2019,Top10,25,A2,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,24.0,,B1,A3,,
490,FG,Conference on Formal Grammar,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Conference+on+Formal+Grammar&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,Relevante,6,B3,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,6.0,1.0,B2,B3,,
491,FGR,IEEE International Conference on Automatic Face and Gesture Recognition,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=tOKomDtxujwJ.2018,Top10,36,A1,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,36.0,,A1,A1,,
492,FiCloud,International Conference on Future Internet of Things and Cloud,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=qesER2iEwMYJ.2018,Relevante,19,A4,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19.0,,,A4,,
493,FIE,IEEE Frontiers in Education Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=CwR0JBHfaOMJ.2018,Top20,20,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,20.0,,B1,A3,,
494,FIT,INTERNATIONAL CONFERENCE ON FRONTIERS OF INFORMATION TECHNOLOGY,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=INTERNATIONAL+CONFERENCE+ON+FRONTIERS+OF+INFORMATION+TECHNOLOGY&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,11.0,1.0,,B2,,
495,FLAIRS,International Florida Artificial Intelligence Conference,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=1pRhB1n3IhwJ.2018,nulo,15,A4,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,15.0,,B1,A4,,
496,FM,International Symposium on Formal Methods,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=mvAUTVUvOS0J.2018,Top10,17,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,17.0,,A2,A4,,
497,FMCAD,International Conference on Formal Methods in Computer-Aided Design,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=s5Z0Q8BPlvwJ.2018,Top10,19,A3,15/08/2021 03:16:45,15/08/2021 03:16:45,atualizado com sucesso,19.0,,A2,A4,,
498,FOCI,IEEE Symposium on Foundations of Computational Intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Symposium+on+Foundations+of+Computational+Intelligence&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:16:45,não encontrou a tag span: list index out of range,9.0,1.0,B4,B2,,
499,FOCS,IEEE Annual Symposium on Foundations of Computer Science,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=NejxsCd_fcQJ.2018,Top10,47,A1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,47.0,,,A1,,
500,FOGA,ACM Conference on Foundations of Genetic Algorithms,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+Conference+on+Foundations+of+Genetic+Algorithms&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,10.0,1.0,B3,B2,,
501,FoIKS,International Symposium on Foundations on Information and Knowledge Systems,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Foundations+on+Information+and+Knowledge+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Relevante,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7.0,1.0,,B3,,
502,FOIS,International Conference on Formal Ontology in Information Systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Ontology+in+Information+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,1.0,1.0,B3,B4,,
503,FORMATS,International Conference on Formal Modeling and Analysis of Timed Systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Formal+Modeling+and+Analysis+of+Timed+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,14.0,1.0,B2,B1,,
504,FOSD,International Workshop on Feature-Oriented Software Development,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Feature-Oriented+Software+Development&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,8.0,1.0,B2,B3,,
505,FoSSaCS,International Conference on Foundations of Software Science and Computation Structures,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=q-MXMv7GdwAJ.2019,nulo,21,A3,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,,,,,,
506,FPGA,Symposium on Field Programmable Gate Arrays,2,https://scholar.google.com/citations?hl=en&vq=eng_computerhardwaredesign&view_op=list_hcore&venue=X39h_ye2QL4J.2018,Top20,26,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,26.0,,,A2,,
507,FPL,International Conference on Field-Programmable Logic and Applications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=7JfwVbgjkZUJ.2018,Top10,26,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,26.0,,A2,A2,,
508,FROCOS,International Symposium on Frontiers of Combining Systems,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Frontiers+of+Combining+Systems&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,13.0,1.0,,B1,,
509,FSCD,International Conference on Formal Structures for Computation and Deduction,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PPMBzcum8FkJ.2019,nulo,11,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,,,,,,
510,FSE,Fast Software Encryption,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=u0EMblNmhEoJ.2018,Top20,29,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,29.0,,,A2,,
511,FSKD,International Conference on Fuzzy Systems and Knowledge Discovery,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=Fel2ravWbNIJ.2018,nulo,10,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,10.0,,B1,B2,,
512,FSTTCS,Annual Conference on Foundations of Software Technology and Theoretical Computer Science,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=z6eJxmwe_DYJ.2018,nulo,14,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,14.0,,B1,B1,,
513,FTC,Future Technologies Conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=HTXp9Veg8t0J.2019,nulo,12,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,12.0,,,B1,,
514,FTXS,Workshop on Fault Tolerance for HPC at eXtreme Scale,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Fault+Tolerance+for+HPC+at+eXtreme+Scale&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7.0,1.0,B4,B3,,
515,FUSION,International Conference on Information Fusion,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=eAoE06EVARcJ.2018,Relevante,25,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,25.0,,A1,A2,,
516,FUZZIEEE,IEEE International Conference on Fuzzy Systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=sateOX2Ni50J.2018,Top20,20,A3,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,20.0,,B1,A3,,
517,GAMEON,Annual Simulation and AI in Games Conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Annual+Simulation+and+AI+in+Games+Conference&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,1.0,1.0,B3,B4,,
518,GAS,International Workshop on Games and Software Engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Games+and+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7.0,1.0,B4,B3,,
519,GCCE,IEEE Global Conference on Consumer Electronics,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Global+Conference+on+Consumer+Electronics&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,14.0,1.0,B4,B1,,
520,GECCO,Genetic and Evolutionary Computation Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=pQVER_ii7sMJ.2018,Top20,33,A2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,33.0,,A1,A2,,
521,GECON,"International Conference on Economics of Grids, Clouds, Systems and Services",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Economics+of+Grids%2C+Clouds%2C+Systems+and+Services&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,7.0,1.0,B2,B3,,
522,GEM,"IEEE Games, Entertainment, Media Conference",2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=myyzaHpq32QJ.2019,Top20,11,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,11.0,,,B2,,
523,GeoAI,International Workshop on AI for Geographic Knowledge Discovery,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:17:20,categorias 3 e 4 não são atualizadas,,,,,,
524,GEOINFO,Brazilian Symposium on GeoInformatics,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=BQO9C9sz1x8J.2018,Top10,6,B1,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,6.0,,B3,B3,,
525,GeoPrivacy,Workshop on Privacy in Geographic Information Collection and Analysis,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Privacy+in+Geographic+Information+Collection+and+Analysis&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,5.0,1.0,B4,B4,,
526,GeoPROCESSING-IARIA,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IARIA+International+Conference+on+Advanced+Geographic+Information+Systems%2C+Applications%2C+and+Services&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,2.0,1.0,B5,B4,,
527,GeoSim,International Workshop on Geospatial Simulation,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:17:20,categorias 3 e 4 não são atualizadas,,,,,,
528,GI,Graphics Interface Conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KGisWKXS5soJ.2018,Relevante,15,A4,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,15.0,,B1,A4,,
529,GIIS,Global Information Infrastructure and Networking Symposium,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Global+Information+Infrastructure+and+Networking+Symposium&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,10.0,1.0,B2,B2,,
530,GIOTS,GLOBAL INTERNET OF THINGS SUMMIT,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=sQLBOKWIw_oJ.2019,nulo,11,B2,15/08/2021 03:17:20,15/08/2021 03:17:20,atualizado com sucesso,11.0,,,B2,,
531,GIR,Workshop on Geographic Information Retrieval,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Geographic+Information+Retrieval&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,11,B1,link sem info h5,15/08/2021 03:17:20,não encontrou a tag span: list index out of range,11.0,1.0,,B2,,
532,GIS,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=o8w3q5IHx5MJ.2018,Top10,27,A2,14/05/2020,15/08/2021 03:17:20,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=o8w3q5IHx5MJ.2018 is already defined as a collector,27.0,,A1,A2,,
