,producoes
611,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . PBIW: Uma Codificação de Instruções Alternativa para Arquiteturas de Alto Desempenho. In: IX Simpósio em Sistemas Computacionais WSCAD-SSC, 2008, Campo Grande. Anais do IX Simpósio em Sistemas Computacionais WSCAD-SSC, 2008. 
"
612,"
PERALTA, H. L. ; ROMERO, M. E. R. ; Martins, E. M. ; SANTOS, R. R. . El Principio de Dualidad en la Lógica de Múltiples Valores. In: ANDESCON 2008, 2008, Cusco. ANDESCON, 2008. 
"
613,"
SANTOS, R.; AZEVEDO, R. ; OLIVEIRA, R. M. . A DAGs-Packing Heuristic for a High Performance Processor Architecture. In: XXXIX Simpósio Brasileiro de Pesquisa Operacional, 2007, Fortaleza. Anais do XXXIX Simpósio Brasileiro de Pesquisa Operacional, 2007. 
"
614,"
SANTOS, R.. Ensino de Arquiteturas de Computadores no Curso de Sistemas de Informação da UCDB. In: II Workshop de Educação em Arquiteturas de Computadores, 2007, Gramado. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho, 2007. 
"
615,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . Exploiting Dynamic Reconfiguration Techniques: The 2D-VLIW Approach. In: International Workshop on Reconfigurable Architectures, 2006, Rhodes. Proceedings of the International Symposium on Parallel and Distributed Systems, 2006. 
"
616,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . 2D-VLIW: An Architecture Based on the Geometry of the Computation. In: 17th IEEE International Conference on Application-specific Systems Architectures and Processors, 2006, SteamBoat Springs. Proceedings of the 17th IEEE International Conference on Application-specific Systems Architectures and Processors, 2006. 
"
617,"
SANTOS, R. R.; RUCHSKYS, D. P. ; ROMERO, M. E. R. ; GONDA, L. ; CASTRO JUNIOR, A. A. . A New Implementation for Parallel Processing Based on CORBA Standard. In: International Conference on Parallel and Distributed Processing Techniques and Applications, 2004, Las Vegas. Distributed Applications. Las Vegas, 2004. 
"
618,"
SANTOS, R. R.; CORTES, O. A. C. ; SANTANA, M. J. ; SANTANA, R. H. C. . Desenvolvimento de uma política de Escalonamento utilizando Lógica Nebulosa. In: I WPerformance, 2002, Florianópolis. Anais do XXII Congresso da Sociedade Brasileira de Computação, 2002. 
"
619,"
SANTOS, R. R.; CORTES, O. A. C. ; SANTANA, M. J. ; SANTANA, R. H. C. . Modelagem e Implementação de uma Política de Escalonamento Utilizando Lógica Nebulosa. In: IV Workshop de Sistemas Distribuidos y Paralelismo, 2002, Copiapo. XXII Conferencia Internacional de la Sociedad Chilena de Ciencia de la Computación, 2002. 
"
620,"
SANTOS, R. R.; SANTANA, M. J. ; SANTANA, R. H. C. ; SOUZA, P. S. L. . Performance Evaluation of Distributed Applications Development Tools from Interprocess Communication Point of View. In: Parallel and Distributed Techniques and Applications Conference, 2001, Las Vegas. Communication Tools, 2001. 
"
621,"
SANTOS, R. R.; SANTANA, M. J. . Escalonamento de aplicações paralelas: interface AMIGO-CORBA. In: Workshop de Teses e Dissertações Defendidas, 2001, São Carlos. Teses e Dissertações Defendidas, 2001. 
"
622,"
ALVES, H. H. ; ALVES, M. ; SANTOS, R. . Algoritmos para Dimensionamento e Empacotamento de Grafos Acíclicos Dirigidos. In: XLII Simpósio Brasileiro de Pesquisa Operacional, 2010, Bento Gonçalves. XLII Simpósio Brasileiro de Pesquisa Operacional, 2010. 
"
623,"
MACHADO, T. W. ; PISTORI, H. ; SANTOS, R. . Algoritmo Paralelo para o Problema do Roteamento de Veículo com Janelas de Tempo Utilizando a Plataforma CUDA. In: WSCAD-WIC, 2010, Petropólis. Anais do Workshop de Iniciação Científica (WSCAD-WIC), 2010. 
"
624,"
YONEHARA, F. P. ; SANTOS, R. . Simulação de Código x86 em Processadores Experimentais. In: WSCAD-WIC, 2010, Petropólis. Anais do Workshop de Iniciação Científica (WSCAD-WIC), 2010. 
"
625,"
VITAL, P. R. P. ; SANTOS, R. R. . Avaliação de Desempenho dos Componentes de Políticas de Escalonamento de Processos em Ambientes Distribuídos. In: V Workshop de Sistemas Computacionais de Alto Desempenho (WSCAD), 2004, Foz do Iguaçu. V Workshop de Sistemas Computacionais de Alto Desempenho, 2004. 
"
626,"
OLIVEIRA, R. M. ; SANTOS, R. ; AZEVEDO, R. . Integer Linear Formulation for the DAGs-Packing Problem. In: ALIO-INFORMS Joint International Meeting, 2010, Buenos Aires. ALIO-INFORMS Joint International Meeting - Book of Abstracts, 2010. p. 34-34. 
"
627,"
INSFRAN, R. I. ; GONDA, L. ; SANTOS, R. . Montagem, Configuração e Caracterização de um Cluster para a UCDB. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. p. 11-11. 
"
628,"
MACHADO, T. W. ; SANTOS, R. ; GONDA, L. . Pesquisa e Implementação de um Algoritmo Paralelo para o Problema da Árvore Geradora Mínima. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
629,"
MORITA, R. H. ; GONDA, L. ; SANTOS, R. . Codificação de Programas: Técnicas e Algoritmos. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
630,"
AVILA, K. A. ; SANTOS, R. . Desenvolvimento e Integração dos Algoritmos de Escalonamento de Instruções e Alocação de Registradores para o Processador 2D-VLIW. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
631,"
YONEHARA, F. P. ; SANTOS, R. . Projeto, Modelagem e Simulaçao de Processadores de Alto Desempenho. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
632,"
RECH, R. ; GONDA, L. ; SANTOS, R. . Pesquisa e Implementação de um Algoritmo Paralelo para o Problema de Roteamento de Veículos com Janelas de Tempo. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
633,"
ZUFFO, F. A. ; SANTOS, R. R. . Análise e Avaliação de Desempenho dos Mecanismos de Comunicação na Arquitetura CORBA. In: XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo, 2003, São Carlos. XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo, 2003. 
"
634,"
QUINELATO, D. D. D. ; BATISTA, E. A. ; SANTOS, R. ; ALLATTA, E. F. ; BRITO, M. A. G. . PROJETO DE UM ESTIMADOR DE PERDAS POR SUJIDADE EM MÓDULOS FOTOVOLTAICOS UTILIZANDO MODELO PREDITIVO. REVISTA ELETRÔNICA DE POTÊNCIA, 2021. 
"
635,"
RIBEIRO, K. G. ; SANTOS, R. ; SARAIVA, E. F. ; RAJAGOPAL, R. . A Statistical Methodology to Estimate Soiling Losses on Photovoltaic Solar Plants. JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME, 2021. 
"
636,"
SANTOS, R.. Gerenciamento de Projetos de Pesquisa e Desenvolvimento Tecnológico: a experiência do LSCAD/FACOM/UFMS. 2013. (Apresentação de Trabalho/Seminário). 
"
637,"
SILVA, L. C. ; SANTOS, R. . A Unified Technique for Instruction Scheduling and Register Allocation Based on Subgraph Isomorphism. 2012. (Apresentação de Trabalho/Congresso). 
"
638,"
SANTOS, R.. Do Átomo ao Bit: desvendado o processo de fabricação de circuitos integrados. 2012. (Apresentação de Trabalho/Conferência ou palestra). 
"
639,"
SANTOS, R.. Oportunidades em Engenharia de Computação. 2009. (Apresentação de Trabalho/Conferência ou palestra). 
"
640,"
SANTOS, R.. Projetos de Pesquisa em Desenvolvimento no Grupo de Pesquisa em Engenharia e Computação. 2008. (Apresentação de Trabalho/Seminário). 
"
641,"
SANTOS, R.. Arquiteturas de Alto Desempenho: o projeto 2D-VLIW. 2007. (Apresentação de Trabalho/Conferência ou palestra). 
"
642,"
SANTOS, R.. Arquitetura de Processador Baseada na Geometria da Computação. 2007. (Apresentação de Trabalho/Conferência ou palestra). 
"
643,"
MARKS, R. A. ; ARAUJO, F. O. ; SANTOS, R. . PBIW Instruction Encoding Technique on the r-Vex Processor: Design and First Results 2012 (Relatório Técnico). 
"
644,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . A New Technique for Instruction Encoding in High Performance Architectures 2007 (Relatório Técnico). 
"
645,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . The 2D-VLIW Architecture 2006 (Relatório Técnico). 
"
646,"
SANTOS, R. R.; TEIXEIRA, M. A. M. ; SANTANA, M. J. ; SANTANA, R. H. C. . Desenvolvimento de Aplicações Distribuídas Usando a Arquitetura CORBA.
							São Carlos:
									ICMC,  2002 (Notas Didáticas). 
"
647,"
SANTOS, R. R.. Escalonamento de aplicações paralelas: interface AMIGO-CORBA.
							São Carlos 2001 (Dissertação de Mestrado). 
"
648,"
SANTOS, R.. Consultor Ad hoc - Fundect - Edital de PIBIC-UEMS. 2013. 
"
649,"
SANTOS, R.. Consultor Ad hoc - Fundect - Edital de PIBIC-UEMS. 2012. 
"
650,"
SANTOS, R.. Consultor Ad hoc - UCDB - Edital Interno de Projetos de Pesquisa. 2012. 
"
651,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . PBIW: Ferramenta para Codificação de Instruções Baseada em Padrões. 2008. 
"
652,"
OLIVEIRA, R. M. ; SANTOS, R. ; ARENALES, M. N. . Algoritmo para Roteamento de Veículos com Janelas de Tempo. 2008. 
"
653,"
SANTOS, R.. ISI: Interface Snort IpTables - Ferramenta Computacional de Integração Firewall e IDS. 2008. 
"
654,"
SANTOS, R.; AZEVEDO, R. ; AVILA, K. A. . Algoritmo para Escalonamento de Instruções e Alocação de Registradores Baseado em Isomorfismo de Subgrafos. 2007. 
"
655,"
SANTOS, R. R.; CALÔNEGO JÚNIOR, N. . AETC - Uma ferramenta para auxílio à elaboração de textos científicos. 1999. 
"
656,"
SANTOS, R.. Revisor Adhoc 23rd IEEE International Conference on Electronics, Circuits and Systems (ICECS). 2016. 
"
657,"
SANTOS, R.. Revisor Adhoc WSCAD 2016. 2016. 
"
658,"
SANTOS, R.. Revisor Ad Hoc CODES+ISSS 2014. 2014. 
"
659,"
FERREIRA, R. A. ; SANTOS, R. . Avaliador in loco do Curso de Ciência da Computação da Universidade Estadual de Mato Grosso do Sul. 2013. 
"
660,"
SANTOS, R.. Parecerista Ad Hoc da Fundect-MS. 2012. 
"
661,"
SANTOS, R.. Parecerista Ad Hoc de Projetos da PROPP/UFMS. 2012. 
"
662,"
SANTOS, R.. Parecerista Ad Hoc Induscon 2012. 2012. 
"
663,"
SANTOS, R.. Consultor Ad Hoc do Edital PAPPE/FAPEMAT 008/2009. 2009. 
"
664,"
GODOY, D. ; PISTORI, H. ; Silva, N. C. ; SANTOS, R. ; COELHO, A. E. L. . Organizador do Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB. 2009. 
"
665,"
SANTOS, R.; COELHO, A. E. L. ; Brissov, M. L. M. A. ; Qui ; Silva, N. C. ; PISTORI, H. . Organizador do Caderno de Resumos do XII Encontro de Iniciação Científica da UCDB. 2008. 
"
666,"
SANTOS, R.. Projeto de Circuitos Reconfiguráveis. 2013. (Curso de curta duração ministrado/Outra). 
"
667,"
SANTOS, R.. Introdução à Computação Física. 2013. (Curso de curta duração ministrado/Outra). 
"
668,"
 SANTOS, R.; Martins, E. M. ; ALVES, F. V. ; ARAUJO, F. O. ; BRESSAN, P. O. ; MARIN, C. ; MADDALENA, E. T. ; ANDRADE, J. P. G. ; GENTIL, G. F. ; CARROMEU, C. . EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS. 
						2016, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR10201600222, título: ""EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 20/01/2016
"
669,"
 SANTOS, R.; BATISTA, E. A. ; QUINELATO, D. D. D. ; RIBEIRO, K. G. ; SOUZA, G. G. ; FAHED, V. ; ONO, I. ; PAES, P. M. V. ; FINELON, T. S. ; NAKA, M. H. ; PINHEIRO, C. G. ; ARAUJO, F. O. . SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS. 
						2020, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR1020200190555, título: ""SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 23/09/2020Instituição(ões) financiadora(s): CEC, CEM, CEP.
					
"
670,"
PASQUALI, A. ; MIYAMOTO, E. ; Martins, E. M. ; SILVA FILHO, J. M. ; COSTA, L. C. M. ; ROMERO, M. E. R. ; SANTOS, R. . SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES. 2012. 
                Patente:
                Programa de Computador.
            Número do registro: 13135-2, título: ""SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
671,"
SANTOS, R.; CESSEL, L. ; WISNIEWSKI, V. L. . EDLS - Electronic Door Lock Software. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000618-5, data de registro: 
                    19/06/2015, título: ""EDLS - Electronic Door Lock Software"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
672,"
ANDRADE, O. S. C. ; MARKS, R. ; SANTOS, R. ; DEFALQUE, G. A. ; SOKEN, P. H. ; HAYASHI, C. . Raspberry-TV: Sistema de Sinalização Digital. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000408-5, data de registro: 
                    22/04/2015, título: ""Raspberry-TV: Sistema de Sinalização Digital"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
673,"
RIBEIRO, K. G. ; SARAIVA, E. F. ; SANTOS, R. . Sistema de Predição de Sujidade em Painéis Fotovoltaicos. 2019. 
                Patente:
                Programa de Computador.
            Número do registro: BR512019002272-6, data de registro: 
                    06/06/2019, título: ""Sistema de Predição de Sujidade em Painéis Fotovoltaicos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
674,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001755-0, data de registro: 
                    08/09/2020, título: ""Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
675,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Operador-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001753-3, data de registro: 
                    08/09/2020, título: ""App Operador-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
676,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Cliente-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001754-1, data de registro: 
                    08/09/2020, título: ""App Cliente-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
677,"
SANTOS, R.; AGUIAR, R. E. ; ALVES, R. ; CARROMEU, C. ; ALVES, F. V. . BEP - Plataforma Eletrônica de Bovinos. 2021. 
                Patente:
                Programa de Computador.
            Número do registro: BR512021000782-4, data de registro: 
                    27/04/2021, título: ""BEP - Plataforma Eletrônica de Bovinos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
678,"
 Martins, E. M. ; ROMERO, M. E. R. ; GONZALES, M. E. D. ; SANTOS, R. . Circuito Integrado de Portas Lógicas MVL. 
						2012, 
						Brasil. 
                Patente:
                Topografia de Circuito Integrado Registrada.
            Número do registro: PI, título: ""Circuito Integrado de Portas Lógicas MVL"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Instituição(ões) financiadora(s): MCTI; Fundect-MS; UFMS; CNPq.
					
"
679,"
WANNER, L. F.; RIGO, S.; SANTOS, R..  Participação em banca de Lucas Oliveira Pimenta dos Res. Targeting broad software approximations with the ACCEPT framework. 2021. Dissertação (Mestrado em Ciência da Computação) - Universidade Estadual de Campinas. 
"
680,"
NAKA, M. H.; PISTORI, H.; WANDERLEY, R. R. A.; SANTOS, R..  Participação em banca de Célio Gianelli Pinheiro. PROJETO E FABRICAÇÃO DE UM ROBÔ PARA LIMPEZA DE PAINÉIS SOLARES EM USINAS FOTOVOLTAICAS. 2020. Dissertação (Mestrado em Desenvolvimento Local) - Universidade Católica Dom Bosco. 
"
681,"
DUENHA, L. D.; PAPA, J. P.; SANTOS, R..  Participação em banca de Mateus Tostes dos Santos. Modelos de Predição de Desempenho para a Exploração do Espaço de Projetos Ciente de Dark Silicon. 2019. Dissertação (Mestrado em Ciência da Computação) - Universidade Federal de Mato Grosso do Sul. 
"
682,"
IAIONE, F.; REBONATTO, M. T.; PIRES, P. P.; SANTOS NETO, Q. I.; SANTOS, R..  Participação em banca de Camila Andrade Santos. Sistema Embarcado para Correção Automática de Transponders Utilizados na Medição de Temperatura em Bovinos. 2019. Dissertação (Mestrado em Mestrado Profissional em Computação Aplicada) - Universidade Federal de Mato Grosso do Sul. 
"
683,"
IAIONE, F.; SENE JUNIOR, I. G.; SANTOS, R..  Participação em banca de Marcel Seiji Kay. Sistema Programável para Aquisição de Sinais Bioelétricos de Eletrocardiograma. 2014. Dissertação (Mestrado em Mestrado Profissional em Computação Aplicada) - Universidade Federal de Mato Grosso do Sul. 
"
