,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
794,"9th International Conference on Enterprise Information Systems, ICEIS 2007",20070.0,-,conferencia,iceis,international conference on enterprise information systems,conference on enterprise information systems,international conference on enterprise information systems,conference on enterprise information systems,88,100,89,100,A3,A4,A3,A4,all,international conference on enterprise information systems,A3
795,12th International Conference on Enterprise Information Systems ICEIS 2010,20100.0,-,conferencia,iceis,international conference on enterprise information systems,conference on enterprise information systems,international conference on enterprise information systems,conference on enterprise information systems,88,100,88,100,A3,A4,A3,A4,all,international conference on enterprise information systems,A3
796,iX Simpósio Brasileiro de Fatores Humanos em Sistemas Computacionais IHC 2010,20100.0,-,conferencia,ihc,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,88,94,86,95,A4,A4,A4,A4,all,simposio brasileiro sobre fatores humanos em sistemas computacionais,A4
797,12th IFIP WG 8.1 International Conference on Informatics and Semiotics in Organizations,20100.0,-,conferencia,wg,international conference on informatics and semiotics in organisations,international conference on informatics and semiotics in organisations,international conference on informatics and semiotics in organisations,international cad conference,88,99,88,92,B3,B3,B3,B2,ratio partial sort,international conference on informatics and semiotics in organisations,B3
798,13th International Conference on Enterprise Information Systems ICEIS 2011,20110.0,-,conferencia,iceis,international conference on enterprise information systems,conference on enterprise information systems,international conference on enterprise information systems,conference on enterprise information systems,88,100,88,100,A3,A4,A3,A4,ratio sort,international conference on enterprise information systems,A3
799,16th International Conference on Enterprise Information Systems ICEIS 2014,20140.0,-,conferencia,iceis,international conference on enterprise information systems,conference on enterprise information systems,international conference on enterprise information systems,conference on enterprise information systems,88,100,88,100,A3,A4,A3,A4,ratio sort,international conference on enterprise information systems,A3
800,CHI '21: CHI Conference on Human Factors in Computing Systems,20210.0,-,conferencia,chi,acm conference on human factors in computing systems,acm conference on human factors in computing systems,acm conference on human factors in computing systems,acm conference on human factors in computing systems,88,96,90,96,A1,A1,A1,A1,all,acm conference on human factors in computing systems,A1
801,1st International Conference on Algorithms for Computational Biology (AlCoB'2014),20140.0,-,conferencia,alcob,international conference on algorithms for computational biology,international conference on algorithms for computational biology,international conference on algorithms for computational biology,international conference on algorithms for computational biology,88,100,90,100,B1,B1,B1,B1,all,international conference on algorithms for computational biology,B1
802,11th International Symposium on Bioinformatics Research and Applications (ISBRA'2015),20150.0,-,conferencia,isbra,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,88,100,89,100,A4,A4,A4,A4,all,international symposium on bioinformatics research and applications,A4
803,5th International Conference on Algorithms for Computational Biology (AlCoB'2018),20180.0,-,conferencia,alcob,international conference on algorithms for computational biology,international conference on algorithms for computational biology,international conference on algorithms for computational biology,international conference on algorithms for computational biology,88,100,90,100,B1,B1,B1,B1,all,international conference on algorithms for computational biology,B1
804,15th International Symposium on Bioinformatics Research and Applications (ISBRA'2019),20190.0,-,conferencia,isbra,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,88,100,89,100,A4,A4,A4,A4,all,international symposium on bioinformatics research and applications,A4
